id,trigger,conditions,script,text,options,notes
ExerelinPrisonerOptionListRansomHostile,ExerelinPrisonerOption,"RepIsAtBest $faction.id HOSTILE
!IsPirateFaction $faction.id
!$faction.c:allowsTransponderOffTrade
!$market.mc:free_market","SetTooltip exerelinPrisonerRansom ""$TheFactionLong are $relAdjective to you and refuse to consider any ransom payment.""
SetEnabled exerelinPrisonerRansom false",,,
ExerelinPrisonerOptionListRansomHostileCanDisableTransponder,ExerelinPrisonerOption,"RepIsAtBest $faction.id HOSTILE
!IsPirateFaction $faction.id
$player.transponderOn","SetTooltip exerelinPrisonerRansom ""$TheFactionLong are $relAdjective to you and refuse to consider any ransom payment. Coming in with your transponder off might allow an under-the-table deal.""
SetEnabled exerelinPrisonerRansom false",,,
#ExerelinPrisonerOptionListRansomPirates,ExerelinPrisonerOption,IsPirateFaction $faction.id,"SetTooltip exerelinPrisonerRansom ""Pirates do not pay ransom.""
SetEnabled exerelinPrisonerRansom false",,,
#ExerelinPrisonerOptionListSellSlave,ExerelinPrisonerOption,$tradeMode != NONE,"Nex_PrisonerAction getValue
SetTooltip exerelinPrisonerSellSlave ""Sell a prisoner as a slave for $slaveValue credits. This will anger lawful factions.""
SetTooltipHighlightColors exerelinPrisonerSellSlave buttonShortcut 
SetTooltipHighlights exerelinPrisonerSellSlave $slaveValue
SetEnabled exerelinPrisonerSellSlave true
SetShortcut exerelinPrisonerSellSlave S",,exerelinPrisonerSellSlave:Продать в рабство,
#ExerelinPrisonerOptionListSellSlaveNoMarket,ExerelinPrisonerOption,$tradeMode == NONE,"SetTooltip exerelinPrisonerSellSlave ""You cannot dock with $marketName to perform this trade.""
SetEnabled exerelinPrisonerSellSlave false",,exerelinPrisonerSellSlave:Продать в рабство,
ExerelinPrisonerOptionListBack,ExerelinPrisonerOption,,SetShortcut exerelinMarketSpecial ESCAPE,,exerelinMarketSpecial:Назад,
ExerelinPrisonerRepatriate,DialogOptionSelected,$option == exerelinPrisonerRepatriate,"Nex_PrisonerAction repatriate
FireAll ExerelinPrisonerPostTrade",Пленник был репатриирован.,,
ExerelinPrisonerRansom,DialogOptionSelected,$option == exerelinPrisonerRansom,"Nex_PrisonerAction ransom
SetTextHighlights $ransomValue
FireAll ExerelinPrisonerPostTrade",За пленника был выплачен выкуп в размере $ransomValue кредитов.,,
ExerelinPrisonerSellSlave,DialogOptionSelected,$option == exerelinPrisonerSellSlave,"Nex_PrisonerAction sellSlave
SetTextHighlights $slaveValue
FireAll ExerelinPrisonerPostTrade",Вы продали пленника в рабство за $slaveValue кредитов.,,
ExerelinPrisonerAfterTrade,ExerelinPrisonerPostTrade,HasItem prisoner,"GetNumSpecialPeople
FireAll ExerelinPrisonerOption",,,
ExerelinPrisonerAfterTradeNoMorePrisoners,ExerelinPrisonerPostTrade,!HasItem prisoner,"$menuState = exerelinSpecial 0
FireAll ExerelinMarketSpecial",У вас больше нет заключенных.,,
#END Prisoner options,,,,,,
,,,,,,
# Mining options,,,,,,
nex_openAsteroid,OpenInteractionDialog,"$isAsteroid
!Nex_IsModActive ""stellar_industrialist""","ShowDefaultVisual
PrintDescription 3
FireAll PopulateOptions",Ваш $shipOrFleet приближается к астероиду.,,
nex_leaveAsteroid,PopulateOptions,"$isAsteroid
!Nex_IsModActive ""stellar_industrialist""",SetShortcut marketLeave ESCAPE,,100:marketLeave:Уйти,
,,,,,,
nex_miningOption,PopulateOptions,"$nex_canMine
!$isAsteroid",SetEnabled nex_miningPreview true,,3:nex_miningPreview:Добывать руду на планете,
nex_miningOptionAsteroid,PopulateOptions,"$nex_canMine
$isAsteroid",SetEnabled nex_miningPreview true,,3:nex_miningPreview:Добывать руду на астероиде,
nex_miningOptionUnsurveyed,PopulateOptions,"$nex_canMine
!$isAsteroid
$market.surveyLevel != FULL","SetTooltip nex_miningPreview ""You need to survey the planet first!""
SetEnabled nex_miningPreview false",,,
nex_miningOptionCooldown,PopulateOptions,"$nex_canMine
$player.nex_miningCooldown","SetTooltip nex_miningPreview ""On cooldown, please wait a day before mining again.""
SetEnabled nex_miningPreview false",,,
,,,,,,
nex_miningPreview,DialogOptionSelected,$option == nex_miningPreview,"Nex_PrintMiningInfoV2 planet
FireAll nex_MiningOption",,,
nex_miningMineOption,nex_MiningOption,,"SetEnabled nex_miningStart true
SetShortcut nex_miningStart RETURN
SetShortcut nex_miningBack ESCAPE",,"nex_miningStart:Начать добычу
nex_miningFleetInfo:Список горнодобывающих кораблей во флоте
nex_miningListTools:База данных горнодобывающих кораблей, крыльев и оружия
nex_miningBack:Назад",
nex_miningMineOptionNoMiners,nex_MiningOption,$player.miningStrength <= 0,"SetTooltip nex_miningStart ""You have no ships capable of mining.""
SetEnabled nex_miningStart false",,,
nex_miningMineOptionPursued,nex_MiningOption,HostileFleetNearbyAndAware,"SetTooltip nex_miningStart ""Cannot mine while a hostile fleet is tracking your movements.""
SetEnabled nex_miningStart false",,,
nex_miningFleetInfo,DialogOptionSelected,$option == nex_miningFleetInfo,"Nex_PrintMiningInfoV2 fleet
FireAll nex_miningOption",,,
nex_miningListTools,DialogOptionSelected,$option == nex_miningListTools,"Nex_PrintMiningInfoV2 tools
FireAll nex_miningOption",,,
nex_miningStart,DialogOptionSelected,"$nex_canMine
$option == nex_miningStart","$player.nex_miningCooldown = true 1
Nex_GetMiningResults 1
ShowDefaultVisual",,"# обрабатывается в коде
#nex_miningLeave:Уйти",
,,,,,,
nex_miningBack,DialogOptionSelected,$option == nex_miningBack,"Nex_VisualCustomPanel clearPanel
ShowDefaultVisual
FireAll PopulateOptions",,,
nex_miningLeave,DialogOptionSelected,$option == nex_miningLeave,DismissDialog,,,
nex_miningOpenCargo,DialogOptionSelected,$option == nex_miningOpenCargo,Nex_PrintMiningInfoV2 cargo,,,
#END Mining options,,,,,,
,,,,,,
# Fleet requests,,,,,,
nex_fleetRequestOpt,ExerelinMarketSpecial,,SetShortcut nex_fleetRequest_main R,,8:nex_fleetRequest_main:Запросить флот,
nex_fleetRequest,DialogOptionSelected,$option == nex_fleetRequest_main,FireAll Nex_FleetRequest,,,
nex_fleetRequestByTriggerFirstTime,Nex_FleetRequest,!$nex_fleetRequest_initComplete,"Nex_FleetRequest init
ShowVisual ""graphics/illustrations/hound_hangar.jpg""",Вы можете отправить флот или оперативную группу для достижения цели.,,
nex_fleetRequestByTrigger,Nex_FleetRequest,,"Nex_FleetRequest mainMenu
SetShortcut nex_fleetRequestCancel ""ESCAPE""",,,
,,,,,,
nex_fleetRequest_selectTypeMenu,DialogOptionSelected,$option == nex_fleetRequest_selectType,"SetTooltip nex_fleetRequest_setType_basestrike ""Sends a task force to destroy a concealed pirate or Luddic Path base. The base's star system must be known. Will not earn bounty rewards.""
SetTooltip nex_fleetRequest_setType_defense ""Patrols the target market's system. Once arrived, will remain on station for 150 days.""
SetTooltip nex_fleetRequest_setType_relief ""Sends a relief fleet to address instability on the target market. Can only target markets not under player control. High cost, scaling with market size.""
SetTooltipHighlightColors nex_fleetRequest_setType_defense hColor
SetTooltipHighlights nex_fleetRequest_setType_defense 150",,"nex_fleetRequest_setType_invasion:Вторжение
nex_fleetRequest_setType_basestrike:Удар по базе
nex_fleetRequest_setType_defense:Защита
nex_fleetRequest_setType_colony:Колония
nex_fleetRequest_setType_blockade:Блокада
nex_fleetRequest_setType_relief:Помощь
nex_fleetRequest_main:Назад",
nex_fleetRequest_selectType,DialogOptionSelected,"Nex_OptionStartsWith ""nex_fleetRequest_setType_""","Nex_FleetRequest setType
FireAll Nex_FleetRequest",,,
,,,,,,
nex_fleetRequest_setStrengthMenu,DialogOptionSelected,$option == nex_fleetRequest_strengthMenu,Nex_FleetRequest strengthMenu,,,
nex_fleetRequest_setStrength,DialogOptionSelected,$option == nex_fleetRequest_setStrength,"Nex_FleetRequest setStrength
FireAll Nex_FleetRequest",,,
,,,,,,
nex_fleetRequest_selectSourceMenu,DialogOptionSelected,$option == nex_fleetRequest_selectSource,Nex_FleetRequest sourceMenu,,,
nex_fleetRequest_selectSource,DialogOptionSelected,"Nex_OptionStartsWith ""nex_fleetRequest_setSource_""","Nex_FleetRequest setSource
FireAll Nex_FleetRequest",,,
,,,,,,
nex_fleetRequest_selectTargetMenu,DialogOptionSelected,$option == nex_fleetRequest_selectTarget,Nex_FleetRequest targetMenu,,,
nex_fleetRequest_selectTarget,DialogOptionSelected,"Nex_OptionStartsWith ""nex_fleetRequest_setTarget_""","Nex_FleetRequest setTarget
FireAll Nex_FleetRequest",,,
,,,,,,
nex_fleetRequest_proceed,DialogOptionSelected,$option == nex_fleetRequest_proceed,"Nex_FleetRequest proceed
SetShortcut exerelinMarketSpecial ESCAPE",,"nex_fleetRequest_main:Продолжить
exerelinMarketSpecial:Выйти",
#END Fleet requests,,,,,,
,,,,,,
# Decivilized market events,,,,,,
nex_decivEvent_opt,PopulateOptions,"$market.isPlanetConditionMarketOnly
$market.mc:decivilized score:100
Nex_DecivEvent hasEvent
!HostileFleetNearbyAndAware",,Одно из поселений выживших на поверхности вызывает ваш корабль.,nex_decivEvent_interact:Ответить на вызов,
nex_decivEvent_opthostileFleetNearby,PopulateOptions,"$market.isPlanetConditionMarketOnly
$market.mc:decivilized score:100
Nex_DecivEvent hasEvent
HostileFleetNearbyAndAware",SetEnabled nex_decivEvent_interact false,"Одно из поселений выживших на поверхности вызывает ваш корабль. Но с враждебным флотом поблизости, это, вероятно, не то, чем у вас есть время заниматься прямо сейчас.",nex_decivEvent_interact:Ответить на вызов,
nex_decivEvent_init,DialogOptionSelected,$option == nex_decivEvent_interact,Nex_DecivEvent greet,"Вы открываете канал связи, ваш офицер связи настраивает протокол для сопряжения с любой самодельной системой, которую использует другая сторона.",,
nex_decivEvent_greetingFirstTime,Nex_DecivEvent_Greeting,"!$market.nex_decivEvent_visitedBefore
!Nex_DecivEvent wasCivilized",,"""Привет? Эта штука включена?\r\n\r\n""О, привет, незнакомец! Прошло много времени с тех пор, как кто-то заглядывал сюда. Сектор еще жив? Где ты взял этот корабль? Наконец-то нашли, куда делся Ладд?""\r\n\r\nВозможно, если оставить датакуб, чтобы $himOrHer прочитал его на $hisOrHer досуге, это заставит $himOrHer перестать задавать вопросы.\r\nИЛИ\r\n""Корабль! Корабль, корабль, корабль!!\r\n\r\n""Боги, мы рады вас видеть! Долгое время мы задавались вопросом, есть ли там еще кто-нибудь живой. Меня зовут $personName, и я не могу дождаться, чтобы пожать вам руку!""",nex_decivEvent_greetingContinue:Продолжить,
nex_decivEvent_greetingFirstTimeWasCivilized,Nex_DecivEvent_Greeting,"!$market.nex_decivEvent_visitedBefore
Nex_DecivEvent wasCivilized",,"""Хвала богам! Я уже начинал бояться, что мы больше никогда не увидим корабль в небе.

""Как вы можете догадаться, у нас не было контакта с остальной частью Сектора с тех пор, как... предыдущее правительство пало, и здесь все пошло к черту.""
ИЛИ
""$shipOrFleet! Я думаю, Сектор все-таки не забыл $marketName.

""Большинство из нас застряли здесь, на $marketName, и живут одним днем. Удивительно, что большинство из нас вообще живы, честно говоря.""",nex_decivEvent_greetingContinue:Продолжить,
nex_decivEvent_greeting,Nex_DecivEvent_Greeting,$market.nex_decivEvent_visitedBefore,Nex_DecivEvent trade,"""Приветствую, космический путешественник! Я вижу, вы решили заглянуть снова.""\r\nИЛИ\r\n""О, это $playerName.""",,
nex_decivEvent_greetingRefugees,Nex_DecivEvent_Greeting,"$market.nex_decivEvent_visitedBefore
$market.nex_decivEvent_type == ""refugees""",Nex_DecivEvent trade,"""Вы вернулись...?""",,
nex_decivEvent_greetingFirstTimeContinue,DialogOptionSelected,$option == nex_decivEvent_greetingContinue,Nex_DecivEvent trade,,,
,,,,,,
nex_decivEvent_barterGeneric,Nex_DecivEvent_OfferText,"$market.nex_decivEvent_type == ""barter""",SetTextHighlights $nex_decivEvent_takeName $nex_decivEvent_giveName,"""Теперь мы нуждаемся в некотором количестве $nex_decivEvent_takeName. В свою очередь, мы можем дать вам немного $nex_decivEvent_giveName. Интересно?""
ИЛИ
""Давай заключим сделку, космонавт. Вы даете нам $nex_decivEvent_takeName, а мы вам немного $nex_decivEvent_giveName. Как насчет этого?""",,
nex_decivEvent_barterRareOre,Nex_DecivEvent_OfferText,"$market.nex_decivEvent_type == ""barter""
$market.nex_decivEvent_giveItem == ""rare_ore""",SetTextHighlights $nex_decivEvent_giveName $nex_decivEvent_takeName,"""У меня есть для вас предложение. У нас есть приличный запас $nex_decivEvent_giveName, но нет перерабатывающих мощностей для его обработки. В то же время нам не помешало бы немного $nex_decivEvent_takeName. Вас интересует обмен?""",,
nex_decivEvent_barterRareMetals,Nex_DecivEvent_OfferText,"$market.nex_decivEvent_type == ""barter""
$market.nex_decivEvent_giveItem == ""rare_metals""",SetTextHighlights $nex_decivEvent_giveName $nex_decivEvent_takeName,"""Ладно, вот в чем дело. У нас есть большой запас $nex_decivEvent_giveName - очень ценный до Коллапса. Но нам не хватает обрабатывающей промышленности, необходимой для их использования; здесь, на $marketName, они просто блестящие безделушки. Если у вас есть $nex_decivEvent_takeName, мы могли бы совершить сделку.""",,
nex_decivEvent_barterCrew,Nex_DecivEvent_OfferText,"$market.nex_decivEvent_type == ""barter""
$market.nex_decivEvent_giveItem == ""crew""",SetTextHighlights $nex_decivEvent_takeName,"""Послушайте-ка. У меня есть куча заключенных, захваченных во время недавнего рейда. По правде говоря, больше, чем я хочу кормить. Я полагаю, что такой предприимчивый космонавт, как вы, без труда заставит их работать на звездолете. Все, что я прошу взамен, это немного $nex_decivEvent_takeName.""

Торговля рабами — как, безусловно, является это предложение — как правило, не одобряется в большинстве моральных систем. С другой стороны, пленникам может быть значительно лучше на вашем $shipOrFleet, чем с... этим человеком.",,
nex_decivEvent_refugees,Nex_DecivEvent_OfferText,"$market.nex_decivEvent_type == ""refugees""",SetTextHighlights $nex_decivEvent_giveCount,"""Пожалуйста, помогите нам, добрый звездоплаватель. Мы с моими друзьями застряли в этом мире... слишком долго. Еще несколько месяцев здесь, и мы умрем или будет еще хуже.

Позвольте нам подняться на борт вашего $shipOrFleet. Нас $nex_decivEvent_giveCount, и все мы готовы отработать свой проезд с этого места.""
ИЛИ
""Я прошу вас об одолжении, $playerName. Это место, $marketName, это не место для жизни. Не при полном развале общества, когда каждый прием пищи может быть нашим последним, когда стаи налетчиков и мародеров захватывают все - и всех - до чего могут дотянуться.

Пожалуйста, увезите нас с этого мира. Мы будем работать на вашем $shipOrFleet, все $nex_decivEvent_giveCount из нас. Мы будем вечно благодарны.""",,
nex_decivEvent_bomb,Nex_DecivEvent_OfferText,"$market.nex_decivEvent_type == ""bomb""",SetTextHighlights $nex_decivEvent_giveName $nex_decivEvent_takeCount,"""Ладно, есть кое-что, в чем только вы можете нам помочь.

Есть поблизости стая мошенников и подонков, с которыми нужно разобраться. Мы бы сами вычистили все это гнилое гнездо, но, увы, их защита немного слишком хорошо укреплена. Вы, с другой стороны... со своим космическим кораблем вы могли бы сбросить на них несколько бомб и взорвать их прямо к черту. Взамен мы дадим вам немного $nex_decivEvent_giveName. Звучит неплохо?""

$personName передает несколько изображений и координаты цели. При наличии элементарной защиты вы оцениваете, что потребуется не более $nex_decivEvent_takeCount топлива, чтобы полностью уничтожить это поселение. Разумеется, если вмешательство в конфликты $marketName - хорошая идея.",,
